claim_id,claim_date,sale_id,product_id,repair_status
17104,2025-11-27,932,P-1087,Repaired
17106,2025-07-24,10961,P-1063,Pending
17107,2025-07-12,14151,P-1083,Repaired
17108,2024-11-09,7013,P-1060,Repaired
17109,2023-12-26,43583,P-1051,Repaired
17111,2025-07-16,296500,P-1087,Repaired
17113,2025-08-08,270447,P-1084,Repaired
17114,2024-03-11,25147,P-1061,Repaired
17115,2024-08-31,360423,P-1064,Replaced
17116,2025-03-14,122274,P-1062,Repaired
17117,2025-02-15,239597,P-1087,Replaced
17118,2025-06-27,67315,P-1088,Repaired
17120,2025-08-03,249052,P-1083,Replaced
17121,2024-12-29,219122,P-1087,Repaired
17122,2024-07-16,343263,P-1062,Repaired
17123,2024-07-02,182112,P-1061,Repaired
17124,2024-12-17,302203,P-1068,Repaired
17126,2025-02-02,161539,P-1070,Repaired
17127,2025-02-24,92538,P-1067,Repaired
17130,2024-01-09,225158,P-1055,Repaired
17131,2025-07-17,314390,P-1083,Rejected
17132,2024-10-22,280461,P-1055,Repaired
17133,2025-07-26,34831,P-1086,Repaired
17134,2024-04-23,282563,P-1072,Rejected
17135,2024-05-24,54565,P-1068,Repaired
17136,2024-06-11,91275,P-1066,Repaired
17137,2025-12-30,81462,P-1103,Replaced
17138,2025-02-09,58819,P-1067,Pending
17139,2024-04-10,47299,P-1059,Repaired
17140,2023-12-05,248426,P-1066,Repaired
17141,2025-03-01,229878,P-1056,Repaired
17143,2025-01-17,47718,P-1057,Repaired
17144,2025-10-25,66910,P-1084,Replaced
17146,2024-05-25,344907,P-1063,Pending
17147,2025-07-10,256639,P-1059,Repaired
17148,2023-11-05,201808,P-1066,Repaired
17150,2024-09-18,123633,P-1078,Repaired
17152,2025-01-06,71192,P-1071,Replaced
17154,2025-01-08,297391,P-1088,Repaired
17155,2023-08-01,193449,P-1049,Pending
17156,2025-01-18,102301,P-1088,Repaired
17157,2024-02-01,317352,P-1053,Repaired
17158,2025-06-10,75986,P-1052,Replaced
17160,2025-10-19,251257,P-1101,Repaired
17161,2024-02-13,21138,P-1064,Repaired
17162,2023-09-01,278724,P-1064,Repaired
17165,2025-12-13,300258,P-1065,Replaced
17167,2025-01-22,349572,P-1086,Rejected
17169,2025-07-06,190637,P-1067,Repaired
17170,2024-08-10,265198,P-1071,Repaired
17172,2025-05-23,189220,P-1049,Repaired
17173,2023-06-04,114355,P-1055,Repaired
17175,2024-04-22,125241,P-1075,Replaced
17176,2025-07-31,1659,P-1081,Repaired
17177,2024-02-13,130868,P-1058,Repaired
17178,2025-01-20,24708,P-1077,Repaired
17179,2025-01-24,111437,P-1089,Repaired
17180,2025-03-07,361138,P-1086,Repaired
17182,2025-10-27,219150,P-1087,Repaired
17183,2025-06-17,147710,P-1077,Repaired
17185,2025-08-17,291832,P-1058,Repaired
17186,2025-04-25,132507,P-1097,Repaired
17187,2024-11-09,18389,P-1051,Pending
17188,2025-08-13,46543,P-1062,Replaced
17189,2023-12-25,357870,P-1052,Repaired
17190,2025-11-25,50268,P-1077,Pending
17191,2025-05-05,32835,P-1077,Repaired
17192,2025-09-18,44033,P-1102,Pending
17193,2025-12-02,349987,P-1079,Repaired
17194,2023-06-17,24278,P-1052,Replaced
17195,2024-04-05,29273,P-1065,Repaired
17196,2024-11-22,89499,P-1077,Repaired
17197,2024-10-22,166272,P-1065,Repaired
17198,2023-10-25,254415,P-1051,Rejected
17199,2025-10-11,90323,P-1080,Repaired
17204,2025-10-21,360269,P-1065,Repaired
17205,2025-06-12,277552,P-1080,Repaired
17208,2024-01-29,358041,P-1060,Repaired
17209,2025-06-16,181140,P-1083,Repaired
17211,2024-01-04,24591,P-1055,Repaired
17212,2025-10-28,95073,P-1103,Repaired
17214,2024-07-13,210705,P-1050,Replaced
17215,2025-10-03,165811,P-1103,Repaired
17216,2025-08-15,337627,P-1079,Repaired
17217,2025-08-25,254402,P-1052,Replaced
17218,2025-06-10,225714,P-1089,Replaced
17220,2024-07-20,125208,P-1069,Repaired
17221,2024-12-24,204784,P-1067,Pending
17222,2024-02-23,268974,P-1067,Replaced
17224,2024-07-20,121926,P-1051,Pending
17225,2025-11-09,164397,P-1078,Replaced
17226,2023-10-22,310000,P-1056,Rejected
17228,2025-06-07,209194,P-1076,Rejected
17230,2025-10-31,250295,P-1094,Repaired
17231,2025-12-22,32417,P-1067,Repaired
17232,2024-03-06,132323,P-1069,Repaired
17233,2023-07-01,61468,P-1053,Pending
17234,2024-12-03,6668,P-1088,Pending
17236,2025-02-27,301566,P-1089,Pending
17239,2024-10-26,120696,P-1077,Repaired
17240,2024-07-23,236391,P-1066,Rejected
17241,2025-10-20,151339,P-1095,Repaired
17243,2024-09-24,116179,P-1068,Repaired
17244,2025-01-02,170790,P-1087,Repaired
17245,2025-12-08,12835,P-1086,Rejected
17246,2024-09-17,280121,P-1067,Repaired
17248,2025-06-08,72889,P-1057,Repaired
17249,2024-03-01,178917,P-1066,Repaired
17251,2024-11-26,338140,P-1088,Repaired
17252,2025-06-28,341146,P-1083,Rejected
17253,2025-02-13,106151,P-1083,Replaced
17254,2025-05-22,17218,P-1079,Repaired
17255,2024-10-07,254486,P-1079,Repaired
17257,2023-09-29,174613,P-1060,Repaired
17258,2024-11-05,60872,P-1087,Repaired
17259,2025-03-14,66221,P-1077,Replaced
17262,2024-03-13,359272,P-1065,Rejected
17263,2025-01-19,339959,P-1089,Repaired
17264,2025-04-15,158847,P-1085,Repaired
17266,2023-11-21,79876,P-1063,Repaired
17267,2024-10-29,108957,P-1080,Pending
17268,2025-01-05,229933,P-1065,Repaired
17269,2023-10-29,175332,P-1052,Replaced
17271,2025-02-27,312400,P-1087,Repaired
17272,2025-12-25,357284,P-1096,Repaired
17273,2023-12-23,300536,P-1070,Repaired
17274,2025-10-29,164192,P-1104,Repaired
17275,2025-09-09,209716,P-1101,Repaired
17276,2024-12-18,172200,P-1079,Rejected
17279,2024-12-09,211077,P-1086,Repaired
17280,2024-05-10,304191,P-1065,Pending
17281,2024-10-29,235179,P-1065,Repaired
17282,2024-07-17,271439,P-1075,Rejected
17284,2023-10-21,152814,P-1065,Repaired
17286,2023-10-12,20451,P-1056,Repaired
17287,2025-07-25,337435,P-1099,Replaced
17289,2025-04-19,247474,P-1078,Repaired
17290,2023-03-12,257982,P-1053,Replaced
17292,2025-08-06,354811,P-1064,Pending
17293,2023-09-07,169246,P-1057,Replaced
17294,2024-05-15,303980,P-1061,Repaired
17295,2024-07-01,217437,P-1063,Replaced
17296,2025-08-22,106512,P-1094,Repaired
17297,2024-11-07,357720,P-1066,Rejected
17298,2025-04-24,328075,P-1077,Repaired
17300,2025-09-26,22524,P-1076,Repaired
17301,2023-10-17,350757,P-1063,Repaired
17302,2025-07-02,166372,P-1087,Replaced
17306,2024-03-04,8273,P-1063,Repaired
17307,2025-03-29,273357,P-1089,Replaced
17308,2025-08-18,314393,P-1096,Rejected
17309,2024-12-30,327674,P-1084,Repaired
17310,2025-07-16,299098,P-1063,Repaired
17312,2025-01-10,223977,P-1087,Rejected
17313,2025-09-05,167554,P-1075,Repaired
17314,2025-12-29,68199,P-1088,Replaced
17315,2025-05-19,92311,P-1079,Repaired
17317,2023-09-17,269378,P-1052,Repaired
17319,2024-04-23,178030,P-1061,Pending
17320,2025-10-22,135554,P-1062,Repaired
17321,2024-12-30,296157,P-1086,Repaired
17323,2024-09-05,221415,P-1088,Repaired
17324,2024-01-08,241013,P-1067,Rejected
17325,2024-10-07,140523,P-1069,Repaired
17326,2023-04-17,319628,P-1058,Repaired
17328,2023-10-19,19549,P-1057,Repaired
17329,2024-08-13,192553,P-1078,Repaired
17331,2025-08-27,322771,P-1091,Replaced
17332,2024-02-06,142521,P-1065,Repaired
17333,2024-06-15,107151,P-1069,Replaced
17336,2024-06-21,161631,P-1070,Pending
17338,2025-04-10,52001,P-1084,Replaced
17342,2023-09-10,119958,P-1063,Repaired
17343,2023-06-23,228770,P-1060,Repaired
17347,2024-06-01,23230,P-1068,Repaired
17348,2024-08-16,66554,P-1065,Replaced
17350,2024-07-27,105439,P-1064,Repaired
17351,2024-02-22,144147,P-1067,Repaired
17352,2025-06-18,96546,P-1068,Repaired
17353,2025-06-10,169461,P-1078,Repaired
17355,2025-12-01,23671,P-1101,Repaired
17356,2025-06-25,340269,P-1068,Replaced
17357,2024-11-08,152557,P-1053,Repaired
17358,2024-12-17,87541,P-1066,Repaired
17359,2024-11-18,264759,P-1088,Repaired
17360,2025-05-10,113121,P-1087,Repaired
17361,2025-07-15,5569,P-1098,Repaired
17363,2023-07-23,184997,P-1068,Repaired
17366,2025-02-08,67019,P-1091,Repaired
17368,2025-01-10,113499,P-1079,Repaired
17369,2024-08-11,333085,P-1066,Pending
17371,2023-06-29,17027,P-1051,Rejected
17372,2025-05-18,26250,P-1079,Pending
17374,2024-06-18,197392,P-1059,Pending
17375,2024-11-12,306810,P-1074,Replaced
17380,2025-03-14,90341,P-1089,Replaced
17381,2024-07-03,166008,P-1068,Repaired
17382,2025-10-10,300052,P-1058,Pending
17383,2025-03-03,144483,P-1077,Repaired
17384,2025-10-02,251981,P-1078,Repaired
17386,2025-07-20,245253,P-1090,Rejected
17387,2025-05-30,332798,P-1066,Repaired
17388,2025-07-27,158473,P-1095,Rejected
17389,2024-01-03,329002,P-1050,Rejected
17390,2023-09-09,151807,P-1050,Rejected
17393,2025-03-01,348490,P-1079,Repaired
17395,2025-04-09,160886,P-1089,Pending
17397,2024-01-23,6195,P-1050,Repaired
17398,2025-01-25,38269,P-1050,Repaired
17399,2024-01-06,284837,P-1067,Repaired
17400,2024-09-22,179028,P-1065,Rejected
17401,2024-04-07,114495,P-1068,Pending
17402,2025-01-30,48446,P-1076,Replaced
17404,2023-04-29,22188,P-1053,Repaired
17405,2025-06-07,330450,P-1099,Repaired
17406,2025-06-18,121235,P-1104,Repaired
17407,2025-06-17,351453,P-1063,Repaired
17408,2025-05-24,169901,P-1066,Repaired
17409,2023-12-22,144075,P-1049,Replaced
17410,2025-10-29,69883,P-1088,Rejected
17411,2025-11-27,203981,P-1076,Repaired
17412,2025-06-09,323680,P-1051,Rejected
17413,2024-11-18,3335,P-1078,Replaced
17417,2025-09-10,59800,P-1086,Repaired
17418,2025-08-06,325190,P-1050,Repaired
17420,2025-08-05,143918,P-1075,Repaired
17421,2025-10-17,143920,P-1076,Replaced
17422,2024-11-18,139116,P-1072,Repaired
17423,2025-06-15,327072,P-1104,Repaired
17424,2025-07-23,87130,P-1079,Replaced
17425,2025-07-30,189959,P-1084,Repaired
17426,2025-07-21,278883,P-1065,Repaired
17428,2024-12-09,291191,P-1086,Repaired
17429,2025-10-22,212204,P-1058,Repaired
17431,2025-12-03,87729,P-1079,Repaired
17433,2023-08-20,23937,P-1052,Repaired
17436,2025-06-15,13286,P-1074,Replaced
17437,2024-12-05,333577,P-1088,Pending
17439,2025-06-27,144146,P-1088,Replaced
17441,2024-05-18,280659,P-1052,Repaired
17442,2024-11-15,89262,P-1063,Replaced
17443,2024-08-27,63974,P-1075,Replaced
17444,2023-09-07,97718,P-1052,Repaired
17445,2024-01-31,335961,P-1070,Replaced
17447,2025-09-18,306799,P-1065,Repaired
17448,2024-11-17,359189,P-1079,Repaired
17451,2025-10-03,356900,P-1085,Repaired
17452,2025-10-25,360144,P-1094,Replaced
17453,2024-12-19,89033,P-1079,Replaced
17454,2024-09-25,235397,P-1074,Repaired
17455,2024-12-13,11393,P-1065,Replaced
17458,2025-08-02,125696,P-1087,Rejected
17459,2025-06-11,354764,P-1059,Repaired
17460,2025-04-22,332801,P-1077,Repaired
17461,2025-12-10,120236,P-1099,Repaired
17462,2024-05-21,18627,P-1067,Pending
17463,2024-05-30,344572,P-1068,Repaired
17465,2024-10-30,115835,P-1076,Rejected
17466,2025-10-03,319658,P-1092,Repaired
17467,2024-12-05,55378,P-1066,Pending
17468,2025-12-12,133277,P-1071,Pending
17469,2024-07-29,65570,P-1067,Repaired
17470,2025-09-07,87048,P-1087,Rejected
17471,2025-09-13,110883,P-1084,Repaired
17472,2025-03-30,18140,P-1062,Repaired
17474,2024-09-21,312236,P-1069,Pending
17476,2024-06-05,171312,P-1068,Replaced
17478,2024-01-18,287977,P-1050,Pending
17479,2025-07-13,347175,P-1089,Replaced
17480,2025-11-09,220604,P-1092,Rejected
17481,2025-05-31,264327,P-1076,Replaced
17482,2024-01-13,252296,P-1062,Repaired
17483,2025-04-17,268587,P-1086,Repaired
17485,2025-10-27,139511,P-1087,Rejected
17486,2024-08-11,25637,P-1069,Repaired
17487,2025-05-28,153708,P-1086,Pending
17488,2024-05-24,77787,P-1070,Rejected
17490,2025-09-07,174706,P-1094,Replaced
17491,2025-06-21,110424,P-1078,Replaced
17494,2025-01-27,341623,P-1079,Replaced
17495,2025-12-27,216328,P-1063,Repaired
17496,2024-06-14,8806,P-1068,Replaced
17497,2025-03-26,137632,P-1068,Rejected
17498,2025-06-06,241366,P-1087,Repaired
17499,2025-05-23,10795,P-1087,Repaired
17500,2025-10-06,218429,P-1092,Rejected
17502,2023-07-07,244646,P-1055,Replaced
17504,2025-03-25,51183,P-1077,Repaired
17505,2025-06-26,195177,P-1080,Repaired
17506,2025-08-09,129325,P-1093,Rejected
17507,2024-02-26,115758,P-1065,Repaired
17508,2025-07-31,67985,P-1068,Repaired
17509,2025-04-21,87235,P-1081,Replaced
17511,2025-05-21,279332,P-1077,Repaired
17513,2025-12-02,125659,P-1097,Repaired
17514,2023-06-26,91972,P-1052,Replaced
17515,2025-07-05,325406,P-1084,Repaired
17516,2024-01-01,148904,P-1053,Repaired
17517,2025-01-25,228297,P-1088,Repaired
17518,2025-04-10,154717,P-1092,Replaced
17519,2025-12-24,246493,P-1099,Repaired
17521,2024-08-03,329616,P-1065,Replaced
17523,2025-03-16,115625,P-1093,Pending
17524,2025-09-26,162779,P-1059,Repaired
17525,2025-11-12,355225,P-1102,Repaired
17526,2025-07-30,35137,P-1094,Repaired
17527,2025-10-28,87625,P-1087,Replaced
17528,2024-03-06,128511,P-1068,Rejected
17529,2025-08-30,306787,P-1090,Repaired
17530,2025-09-16,187686,P-1093,Repaired
17531,2024-05-13,48636,P-1061,Repaired
17532,2024-09-22,294688,P-1077,Rejected
17534,2024-02-03,281212,P-1051,Repaired
17535,2025-09-09,10394,P-1082,Repaired
17536,2025-07-01,90652,P-1089,Pending
17538,2025-08-16,107223,P-1099,Repaired
17539,2025-08-18,299610,P-1077,Repaired
17540,2024-12-04,126580,P-1078,Replaced
17542,2025-11-16,144015,P-1068,Replaced
17543,2025-11-21,31965,P-1086,Repaired
17544,2025-04-10,346839,P-1096,Repaired
17545,2025-07-10,316932,P-1050,Repaired
17546,2023-04-26,14267,P-1053,Pending
17547,2025-05-14,214281,P-1108,Rejected
17548,2025-12-21,318812,P-1101,Repaired
17549,2025-09-19,36022,P-1068,Repaired
17550,2024-05-06,178926,P-1062,Repaired
17551,2025-01-31,271369,P-1086,Repaired
17552,2024-11-04,233099,P-1088,Rejected
17553,2024-05-28,113203,P-1068,Repaired
17554,2025-09-02,275618,P-1104,Repaired
17556,2025-04-22,309863,P-1053,Replaced
17559,2023-08-29,187200,P-1052,Replaced
17562,2023-09-14,115175,P-1063,Replaced
17563,2025-02-16,289587,P-1076,Repaired
17564,2025-06-27,46811,P-1091,Repaired
17565,2025-08-06,182183,P-1083,Replaced
17567,2025-06-17,177619,P-1079,Rejected
17568,2024-04-09,252140,P-1053,Repaired
17569,2025-10-11,268238,P-1085,Replaced
17570,2024-09-11,68554,P-1075,Repaired
17571,2025-05-24,62304,P-1078,Rejected
17572,2025-12-12,192335,P-1094,Replaced
17573,2024-12-03,215603,P-1068,Repaired
17574,2025-06-19,124693,P-1097,Repaired
17575,2025-12-28,146332,P-1076,Repaired
17576,2025-09-23,67553,P-1103,Rejected
17577,2025-06-22,237433,P-1079,Rejected
17581,2024-03-24,158619,P-1065,Repaired
17583,2023-07-23,216342,P-1053,Pending
17584,2024-10-26,302243,P-1065,Rejected
17585,2023-11-05,232544,P-1067,Repaired
17586,2025-05-06,222331,P-1053,Repaired
17587,2025-05-20,51683,P-1085,Replaced
17588,2025-08-13,56983,P-1062,Replaced
17590,2025-11-22,57605,P-1104,Repaired
17592,2025-05-06,66100,P-1063,Repaired
17593,2024-12-20,40672,P-1062,Pending
17594,2025-03-13,240212,P-1069,Repaired
17596,2025-03-09,304180,P-1080,Repaired
17597,2025-12-12,45434,P-1097,Repaired
17598,2025-11-16,353140,P-1074,Repaired
17599,2025-04-18,207754,P-1093,Repaired
17600,2025-08-04,118117,P-1094,Repaired
17601,2025-07-21,130002,P-1087,Rejected
17602,2023-09-19,281763,P-1053,Repaired
17603,2025-05-21,308638,P-1085,Repaired
17604,2024-03-07,94634,P-1072,Repaired
17605,2025-07-08,325511,P-1089,Repaired
17606,2024-10-15,193047,P-1067,Repaired
17607,2025-08-08,137713,P-1096,Pending
17608,2025-12-31,234146,P-1086,Repaired
17609,2024-12-22,62569,P-1081,Repaired
17611,2025-05-24,240535,P-1078,Repaired
17612,2025-07-10,284091,P-1083,Repaired
17614,2025-11-20,156225,P-1086,Pending
17615,2024-02-22,144090,P-1063,Pending
17618,2025-03-10,159380,P-1089,Repaired
17619,2025-03-15,156763,P-1079,Repaired
17620,2025-04-30,323577,P-1080,Repaired
17622,2024-06-23,199621,P-1063,Repaired
17624,2025-04-06,218194,P-1080,Replaced
17625,2023-07-27,12096,P-1052,Replaced
17626,2024-11-03,274496,P-1072,Replaced
17627,2025-06-05,262365,P-1080,Repaired
17628,2025-09-21,202581,P-1103,Repaired
17630,2023-11-05,66200,P-1061,Repaired
17633,2025-03-22,313815,P-1078,Rejected
17635,2025-05-14,296760,P-1072,Rejected
17638,2025-12-04,261768,P-1104,Repaired
17639,2025-08-08,199893,P-1092,Replaced
17640,2025-05-02,43940,P-1093,Repaired
17641,2025-05-07,235899,P-1085,Repaired
17642,2025-08-22,156902,P-1102,Replaced
17643,2025-12-28,16590,P-1085,Rejected
17645,2024-11-30,48451,P-1072,Repaired
17646,2025-03-15,253292,P-1088,Repaired
17649,2025-03-22,177841,P-1089,Repaired
17650,2025-02-14,35537,P-1087,Repaired
17652,2023-11-07,2969,P-1052,Replaced
17653,2025-09-19,340882,P-1061,Repaired
17654,2025-09-21,125154,P-1098,Repaired
17655,2023-11-24,291979,P-1068,Rejected
17656,2025-10-16,205327,P-1103,Repaired
17657,2025-10-10,167571,P-1086,Repaired
17658,2024-01-13,12454,P-1066,Repaired
17659,2025-12-07,213739,P-1092,Replaced
17661,2024-10-08,32411,P-1072,Repaired
17662,2023-10-14,175157,P-1068,Repaired
17663,2023-05-22,199257,P-1057,Rejected
17665,2025-04-29,1457,P-1083,Repaired
17666,2025-12-21,27038,P-1076,Rejected
17669,2023-10-20,350755,P-1064,Replaced
17670,2023-12-12,342933,P-1067,Repaired
17673,2025-01-24,151066,P-1081,Repaired
17674,2024-03-12,260894,P-1066,Repaired
17675,2023-02-05,251204,P-1052,Pending
17677,2025-03-14,284810,P-1066,Replaced
17678,2025-06-27,128809,P-1079,Repaired
17679,2024-12-11,58862,P-1074,Repaired
17680,2025-05-31,247006,P-1060,Repaired
17681,2024-12-08,317558,P-1065,Replaced
17682,2025-10-23,264049,P-1096,Pending
17683,2025-01-11,316975,P-1085,Replaced
17684,2023-04-18,152592,P-1057,Rejected
17685,2025-01-22,55454,P-1079,Repaired
17686,2024-11-16,139454,P-1073,Repaired
17687,2023-12-25,150247,P-1050,Repaired
17688,2024-02-20,266277,P-1061,Pending
17691,2024-04-19,30227,P-1069,Replaced
17692,2025-11-30,325788,P-1103,Repaired
17693,2025-04-19,85441,P-1066,Repaired
17694,2025-11-19,170082,P-1094,Repaired
17695,2024-04-21,167316,P-1067,Repaired
17696,2024-02-29,50406,P-1053,Repaired
17697,2024-01-12,294120,P-1067,Repaired
17698,2025-04-11,121426,P-1067,Replaced
17701,2025-07-22,258645,P-1082,Pending
17702,2023-02-09,355645,P-1051,Replaced
17704,2025-08-09,146083,P-1079,Repaired
17705,2025-12-06,130455,P-1103,Repaired
17706,2025-05-03,104164,P-1078,Repaired
17707,2025-10-27,152264,P-1099,Rejected
17708,2025-02-05,218801,P-1081,Replaced
17711,2023-11-16,184878,P-1055,Repaired
17712,2024-01-09,278153,P-1068,Repaired
17713,2025-08-16,82370,P-1062,Repaired
17716,2024-10-24,30557,P-1063,Repaired
17717,2024-11-17,304120,P-1051,Replaced
17719,2025-07-11,326479,P-1095,Repaired
17720,2025-11-01,259935,P-1098,Repaired
17723,2023-12-14,190710,P-1061,Replaced
17724,2023-06-20,9316,P-1052,Pending
17725,2025-10-07,270142,P-1061,Pending
17726,2025-10-21,339865,P-1069,Repaired
17727,2025-08-20,72647,P-1089,Pending
17728,2024-01-01,201080,P-1052,Repaired
17729,2025-07-14,148337,P-1086,Replaced
17731,2023-11-04,151423,P-1051,Rejected
17734,2025-04-18,263874,P-1082,Rejected
17736,2025-08-20,278570,P-1089,Repaired
17737,2025-05-17,30878,P-1078,Replaced
17739,2023-11-26,87900,P-1067,Rejected
17740,2025-01-19,242015,P-1080,Repaired
17742,2024-12-31,258168,P-1092,Repaired
17743,2024-09-18,187485,P-1088,Replaced
17746,2024-11-09,327777,P-1065,Repaired
17747,2025-03-11,77540,P-1079,Repaired
17748,2025-08-03,126399,P-1094,Repaired
17749,2025-01-13,273363,P-1076,Rejected
17750,2023-04-01,74719,P-1051,Repaired
17752,2024-08-20,6610,P-1065,Replaced
17753,2025-01-12,79945,P-1086,Replaced
17754,2024-06-14,232017,P-1066,Repaired
17755,2023-08-03,262642,P-1058,Replaced
17756,2025-11-28,71498,P-1065,Repaired
17757,2023-12-07,5523,P-1071,Replaced
17758,2024-08-08,358938,P-1075,Repaired
17759,2025-11-19,218163,P-1107,Repaired
17763,2025-11-14,246416,P-1095,Repaired
17765,2025-08-04,91754,P-1092,Repaired
17767,2023-10-03,115931,P-1062,Repaired
17768,2024-04-23,135418,P-1067,Pending
17769,2023-12-16,344726,P-1063,Pending
17771,2025-08-23,319405,P-1084,Repaired
17772,2025-09-11,243265,P-1064,Repaired
17774,2024-08-08,8463,P-1064,Replaced
17775,2024-01-27,241556,P-1059,Replaced
17776,2025-06-02,47526,P-1096,Replaced
17778,2025-12-04,158523,P-1055,Pending
17779,2025-07-29,325084,P-1085,Repaired
17780,2024-05-15,43206,P-1067,Repaired
17782,2023-10-04,63902,P-1066,Pending
17783,2024-08-24,273405,P-1068,Replaced
17785,2025-03-23,128693,P-1090,Repaired
17787,2025-02-10,111339,P-1078,Repaired
17788,2025-06-27,348856,P-1083,Rejected
17789,2025-07-30,231027,P-1078,Pending
17790,2025-09-01,202906,P-1104,Pending
17791,2025-09-29,217568,P-1093,Repaired
17792,2025-12-29,40150,P-1105,Repaired
17793,2025-07-26,360793,P-1092,Repaired
17794,2025-08-10,47241,P-1078,Repaired
17795,2025-09-01,357158,P-1078,Repaired
17796,2025-10-27,151792,P-1101,Repaired
17800,2023-04-01,142669,P-1056,Replaced
17801,2024-03-26,168401,P-1052,Repaired
17802,2025-07-14,348535,P-1096,Repaired
17805,2024-11-09,260777,P-1072,Repaired
17807,2025-02-26,223427,P-1051,Repaired
17808,2025-09-14,121097,P-1081,Repaired
17809,2025-12-03,285924,P-1102,Repaired
17810,2025-07-28,116586,P-1070,Repaired
17811,2025-09-17,131376,P-1067,Repaired
17812,2025-12-19,120437,P-1089,Repaired
17813,2024-02-05,351557,P-1052,Repaired
17815,2023-11-26,186999,P-1067,Rejected
17817,2024-03-09,80337,P-1053,Repaired
17819,2024-12-01,314442,P-1074,Repaired
17820,2025-05-03,242846,P-1065,Repaired
17821,2024-04-06,108013,P-1064,Rejected
17822,2025-06-17,285528,P-1051,Repaired
17825,2025-07-17,277432,P-1108,Repaired
17827,2025-11-20,288613,P-1103,Repaired
17828,2025-04-07,339808,P-1076,Repaired
17830,2025-04-03,247264,P-1079,Repaired
17831,2023-10-16,25315,P-1067,Replaced
17832,2025-08-12,264542,P-1103,Repaired
17834,2025-12-15,259328,P-1096,Pending
17835,2025-09-21,294531,P-1081,Repaired
17836,2023-05-28,344374,P-1056,Repaired
17837,2025-04-30,165339,P-1049,Repaired
17838,2023-12-24,69784,P-1049,Repaired
17839,2025-04-09,118912,P-1087,Repaired
17840,2025-05-20,166426,P-1079,Repaired
17841,2024-03-14,8834,P-1066,Repaired
17842,2025-02-05,307022,P-1085,Repaired
17843,2024-11-12,325395,P-1057,Replaced
17845,2025-12-14,28707,P-1101,Replaced
17846,2025-07-13,258778,P-1089,Replaced
17848,2025-01-13,120352,P-1089,Pending
17849,2025-09-06,147717,P-1082,Repaired
17850,2025-01-27,192956,P-1084,Pending
17852,2024-11-18,139059,P-1069,Repaired
17853,2025-11-03,296993,P-1098,Repaired
17856,2025-06-14,40399,P-1087,Replaced
17859,2024-07-01,309605,P-1075,Repaired
17860,2025-03-07,6354,P-1076,Replaced
17862,2025-10-24,348788,P-1094,Repaired
17863,2024-03-22,153745,P-1059,Repaired
17864,2025-09-22,305116,P-1094,Replaced
17865,2025-10-20,201822,P-1087,Repaired
17867,2025-07-31,311718,P-1097,Repaired
17869,2024-06-16,9896,P-1065,Rejected
17873,2023-04-12,279012,P-1052,Repaired
17875,2025-07-09,77511,P-1087,Replaced
17876,2024-01-23,49956,P-1068,Repaired
17877,2025-02-25,163939,P-1078,Repaired
17878,2025-04-30,142091,P-1086,Repaired
17880,2024-06-02,213869,P-1065,Repaired
17881,2025-04-13,243699,P-1089,Repaired
17882,2023-04-14,211479,P-1053,Replaced
17883,2025-05-16,32886,P-1087,Replaced
17886,2024-10-23,196147,P-1078,Repaired
17889,2025-08-02,111855,P-1089,Repaired
17890,2023-04-09,236140,P-1053,Replaced
17891,2025-07-27,281377,P-1087,Repaired
17892,2025-06-08,352487,P-1095,Repaired
17893,2024-03-04,91666,P-1051,Repaired
17894,2024-01-21,313218,P-1066,Pending
17895,2025-05-03,172887,P-1087,Repaired
17896,2023-01-24,279192,P-1052,Repaired
17897,2025-03-14,79871,P-1076,Repaired
17898,2024-04-25,175469,P-1065,Repaired
17899,2024-05-08,256364,P-1066,Repaired
17901,2025-11-04,90099,P-1050,Replaced
17902,2025-10-10,47555,P-1097,Repaired
17903,2025-06-23,4567,P-1074,Repaired
17904,2024-06-29,280793,P-1068,Repaired
17905,2024-12-15,267729,P-1049,Rejected
17906,2025-06-26,339468,P-1097,Repaired
17907,2025-02-12,261826,P-1086,Pending
17908,2025-11-05,17993,P-1085,Repaired
17909,2024-01-29,152501,P-1067,Replaced
17910,2025-04-01,232472,P-1094,Rejected
17911,2024-08-17,335100,P-1070,Replaced
17912,2025-11-30,143983,P-1101,Repaired
17913,2025-09-25,91820,P-1103,Repaired
17915,2025-02-21,70159,P-1077,Repaired
17916,2024-03-07,216233,P-1065,Repaired
17917,2024-06-30,4108,P-1049,Replaced
17919,2025-11-04,164084,P-1101,Repaired
17920,2025-01-31,145942,P-1068,Repaired
17921,2025-12-09,57977,P-1085,Repaired
17922,2024-09-12,339019,P-1066,Pending
17923,2024-09-12,282157,P-1065,Replaced
17924,2025-05-15,113890,P-1088,Repaired
17925,2023-07-31,121014,P-1067,Replaced
17926,2025-09-07,240380,P-1088,Repaired
17927,2023-10-23,199313,P-1058,Rejected
17929,2024-03-10,91109,P-1068,Repaired
17930,2024-03-23,245886,P-1065,Repaired
17931,2025-10-14,245289,P-1086,Replaced
17932,2024-04-21,32019,P-1066,Repaired
17934,2025-11-20,338289,P-1097,Pending
17935,2025-03-12,220237,P-1051,Replaced
17938,2025-01-21,152496,P-1078,Replaced
17939,2025-08-19,31264,P-1104,Repaired
17942,2025-08-24,306047,P-1086,Replaced
17946,2025-04-24,332849,P-1085,Replaced
